# harvest data for the sample database.
#
# Harvest logs from FarmData for Jan 1, 2019 to July 15, 2020.
# The fields are:
#  0: "id"
#  1: "username"
#  2: "gen"
#  3: "hardate"
#  4: "fieldID"
#  5: "crop"
#  6: "yield"
#  7: "unit"
#  8: "hours"
#  9: "comments"
# 10: blank
#
# Notes:
#  - There are a few harvests in this file for STRAWBERRIES, ASPARAGUS
#    and ROSEMARY that do not have matching plantings in the Jan 1, 2019 - 
#    July 15, 2020 time frame.  Their earlier plantings were added to the 
#    directSeedings.csv file.
#  - Harvests for KALE from area K in 2019 that appear in this file
#    are remapped by addHarvests.py to one of ["CHUAU-4","T", "O", "J", "Z", "W", "ALF-4"]
#    because there is no record of KALE in area K at that time.
#  - Harvests for BRUSSEL SPROUTS in area K in 2019 that appear in this 
#    file are remapped by addHarvests.py to J becasue there is no record
#    of BRUSSLE SPROUTS in J at that time.

"9638","ryanv","1","2019-06-27","ALF 1","SUMMER SQUASH","39","POUND","0.0166667","",
"9639","horowitk","1","2019-06-27","O","KALE","35","BUNCH","0.0166667","",
"9640","horowitk","1","2019-06-27","T","CHARD","40","BUNCH","0.0166667","",
"9641","horowitk","1","2019-06-27","O","CHARD","11","BUNCH","0.0166667","",
"9642","horowitk","1","2019-06-27","O","KOHLRABI","4.66667","BUNCH","0.02","",
"9643","ryanv","1","2019-06-27","N","LETTUCE, GREEN","15","HEAD","0.0166667","",
"9644","ryanv","1","2019-06-27","O","LETTUCE, RED","15","HEAD","0.0166667","",
"9645","ryanv","1","2019-06-27","O","LETTUCE, ROMAINE","37.5","POUND","0.0166667","",
"9646","ryanv","1","2019-06-27","S","KOHLRABI","4.66667","BUNCH","0.0166667","",
"9647","horowitk","1","2019-06-27","T","FENNEL","4.66667","BUNCH","0.0166667","",
